date, pm25, pm10, o3, no2, co
2019/7/14, 180, 126, 37, 10, 2
2019/7/15, 113, 67, 49, 5, 5
2019/7/16, 127, 54, 7, 6, 4
2019/7/17, 93, 42, 15, 6, 4
2019/7/18, 95, 84, 7, 10, 5
2019/7/19, 167, 55, 38, 16, 3
2019/7/20, 130, 65, 38, 11, 5
2019/7/21, 132, 55, 34, 5, 6
2019/7/22, 123, 81, 64, 4, 6
2019/7/23, 143, 73, 49, 4, 6
2019/7/24, 126, 31, 12, 16, 5
2019/7/25, 80, 25, 11, 9, 8
2019/7/26, 74, 31, 13, 4, 6
2019/7/27, 68, 34, 13, 3, 5
2019/7/28, 66, 44, 14, 3, 5
2019/7/29, 69, 56, 15, 3, 6
2019/7/30, 88, 54, 17, 2, 5
2019/7/31, 88, 56, 18, 3, 5
2019/8/1, 106, 62, 16, 2, 6
2019/8/2, 101, 56, 14, 4, 6
2019/8/3, 106, 54, 16, 10, 5
2019/8/4, 129, 37, 16, 6, 7
2019/8/5, 152, 41, 11, 4, 5
2019/8/6, 84, 51, 17, 4, 6
2019/8/7, 74, 57, 15, 4, 5
2019/8/8, 74, 47, 14, 9, 4
2019/8/9, 123, 45, 12, 13, 2
2019/8/10, 127, 30, 14, 4, 4
2019/8/11, 59, 55, 4, 4, 5
2019/8/12, 75, , , , 
2019/8/14, 93, 48, 16, 4, 5
2019/8/15, 77, 35, 11, 4, 4
2019/8/16, 58, 34, 6, 4, 3
2019/8/17, 84, , , , 
2019/8/19, 84, 73, 19, 6, 7
2019/8/20, 127, 99, 22, 5, 5
2019/8/21, 128, 83, 26, 6, 4
2019/8/22, 105, , , , 
2019/8/27, 105, 64, 20, 4, 4
2019/8/28, 108, 60, 18, 4, 4
2019/8/29, 120, 45, 19, 4, 4
2019/8/30, 103, 67, 23, 4, 5
2019/8/31, 136, 21, 15, 4, 5
2019/9/1, 97, , 23, 4, 6
2019/9/2, 121, 40, 28, 6, 8
2019/9/3, 165, 94, 23, 5, 6
2019/9/4, 161, 60, 16, 4, 5
2019/9/5, 94, 62, 18, 4, 5
2019/9/6, 99, 55, 15, 4, 5
2019/9/7, 97, 55, 32, 4, 5
2019/9/8, 98, 73, 27, 4, 6
2019/9/9, 136, 98, 45, 4, 7
2019/9/10, 165, 106, 29, 4, 6
2019/9/11, 167, 82, 20, 8, 12
2019/9/12, 145, 61, 17, 10, 24
2019/9/13, 108, 55, 18, 3, 24
2019/9/14, 94, 51, 17, 3, 25
2019/9/15, 97, 72, 34, 7, 29
2019/9/16, 123, 85, 39, 4, 28
2019/9/17, 145, 65, 24, 3, 27
2019/9/18, 107, 47, 16, 3, 26
2019/9/19, 75, 61, 16, 3, 27
2019/9/20, 103, 68, 20, 6, 26
2019/9/21, 103, 27, 13, 3, 29
2019/9/22, 24, 52, 30, 3, 27
2019/9/23, 86, , , , 
2019/9/26, 98, 37, 11, 6, 8
2019/9/27, 49, 42, 12, 7, 7
2019/9/28, 67, 34, 14, 7, 6
2019/9/29, 50, 47, 16, 7, 6
2019/9/30, 82, 57, 18, 9, 6
2019/4/1, 88, 113, 35, 3, 1
2019/4/2, 127, 96, 29, 3, 4
2019/4/3, 116, 168, 31, 2, 9
2019/4/4, 161, 157, 37, 3, 9
2019/4/5, 182, 197, 37, 3, 2
2019/4/6, 171, 267, 29, 3, 4
2019/4/7, 210, 213, 30, 2, 3
2019/4/8, 187, 129, 42, 3, 2
2019/4/9, 171, 147, 36, 3, 4
2019/4/10, 150, 120, 30, 3, 
2019/4/11, 125, 169, 34, 2, 5
2019/4/12, 105, 102, 9, 2, 9
2019/4/13, 84, 135, 26, 7, 6
2019/4/14, 124, 123, 23, 7, 6
2019/4/15, 129, 167, 24, 19, 6
2019/4/16, 171, 19, 19, 14, 7
2019/4/17, 150, 53, 32, 7, 7
2019/4/18, 82, 116, 32, 9, 8
2019/4/19, 141, 111, 37, 10, 7
2019/4/20, 140, 124, 34, 9, 8
2019/4/21, 148, 169, 39, 13, 12
2019/4/22, 167, 193, 33, 11, 9
2019/4/23, 171, 203, 34, 9, 8
2019/4/24, 167, 247, 34, 9, 8
2019/4/25, 166, 169, 32, 10, 8
2019/4/26, 158, 274, 25, 11, 7
2019/4/27, 161, , 26, 10, 6
2019/4/28, 167, 173, 28, 10, 7
2019/4/29, 174, 176, 36, 12, 8
2019/4/30, 177, 267, 71, 12, 9
2019/5/1, 195, 220, 37, 12, 8
2019/5/2, 168, 96, 39, 11, 6
2019/5/3, 130, 120, 34, 14, 7
2019/5/4, 164, 153, 34, 12, 7
2019/5/5, 169, 150, 33, 14, 8
2019/5/6, 175, 208, 22, 13, 8
2019/5/7, 186, 280, 24, 13, 8
2019/5/8, 196, 399, 28, 11, 7
2019/5/9, 306, 192, 28, 8, 5
2019/5/10, 166, 188, 34, 11, 6
2019/5/11, 183, 313, 34, 10, 7
2019/5/12, 255, 146, 44, 12, 8
2019/5/13, 189, 73, 34, 9, 6
2019/5/14, 154, 102, 32, 10, 7
2019/5/15, 165, 150, 32, 11, 6
2019/5/16, 169, 159, 27, 14, 6
2019/5/17, 164, 66, 30, 13, 6
2019/5/18, 136, 89, 37, 12, 7
2019/5/19, 160, 124, 39, 13, 8
2019/5/20, 187, 107, 37, 12, 7
2019/5/21, 166, 109, 27, 12, 6
2019/5/22, 157, 108, 41, 13, 7
2019/5/23, 161, 74, 29, 12, 6
2019/5/24, 133, 70, 29, 13, 5
2019/5/25, 127, 84, 32, 12, 6
2019/5/26, 147, 93, 32, 13, 6
2019/5/27, 151, 94, 33, 13, 6
2019/5/28, 141, 104, 35, 13, 6
2019/5/29, 157, 140, 23, 16, 9
2019/5/30, 181, , , , 
2019/6/23, 129, 57, 23, , 6
2019/6/24, 86, 76, 46, , 6
2019/6/25, 132, 88, 26, 22, 6
2019/6/26, 156, 137, 27, 21, 5
2019/6/27, 161, 138, 20, 21, 5
2019/6/28, 153, 156, 18, 21, 4
2019/6/29, 157, 178, 21, 21, 5
2019/6/30, 160, 135, 34, 21, 5
2019/1/1, 255, 250, 20, 7, 7
2019/1/2, 268, 328, 15, 7, 10
2019/1/3, 306, 263, 10, 7, 10
2019/1/4, 260, 300, 13, 7, 12
2019/1/5, 276, 150, 5, 11, 8
2019/1/6, 210, 145, 16, 6, 6
2019/1/7, 195, 143, 22, 6, 3
2019/1/8, 194, 125, 25, 6, 2
2019/1/9, 169, 119, 25, 7, 4
2019/1/10, 169, 197, 33, 6, 8
2019/1/11, 223, 215, 24, 7, 9
2019/1/12, 236, 289, 39, 8, 10
2019/1/13, 257, 131, 8, 7, 21
2019/1/14, 162, , , , 
2019/1/16, 204, 378, 37, 8, 30
2019/1/17, 307, 257, 25, 8, 22
2019/1/18, 242, 332, 34, 8, 33
2019/1/19, 235, , 32, 8, 40
2019/1/20, 182, 98, 21, 7, 29
2019/1/21, 176, 55, 19, 6, 26
2019/1/22, 151, 136, 25, 4, 39
2019/1/23, 189, 119, 23, 5, 37
2019/1/24, 173, 80, 23, 5, 30
2019/1/25, 133, 106, 26, 5, 28
2019/1/26, 151, 114, 26, 5, 30
2019/1/27, 175, 98, 27, 5, 26
2019/1/28, 154, 103, 27, 5, 34
2019/1/29, 166, 159, 26, 3, 39
2019/1/30, 199, 109, 25, 3, 38
2019/1/31, 194, 139, 24, 4, 37
2019/2/1, 198, 142, 16, 5, 27
2019/2/2, 186, 111, 17, 4, 40
2019/2/3, 147, 110, 25, 4, 41
2019/2/4, 156, 100, 32, 4, 38
2019/2/5, 184, 116, 24, 4, 2
2019/2/6, 177, 61, 8, 4, 1
2019/2/7, 141, 113, 9, 5, 1
2019/2/8, 135, 83, 10, 5, 
2019/2/9, 118, 134, 4, 5, 2
2019/2/10, 178, 155, 11, 5, 4
2019/2/11, 169, 205, 13, 4, 5
2019/2/12, 194, 213, 11, 4, 5
2019/2/13, 205, 148, 13, 3, 2
2019/2/14, 181, 115, 11, 1, 1
2019/2/15, 160, 102, 14, 4, 1
2019/2/16, 163, 83, 25, 6, 1
2019/2/17, 144, , , , 
2019/2/20, 131, 92, 23, 6, 
2019/2/21, 127, 80, 19, 6, 
2019/2/22, 113, 67, 25, 6, 
2019/2/23, 94, 88, 27, 6, 
2019/2/24, 123, 106, 30, 6, 1
2019/2/25, 137, 68, 19, 7, 
2019/2/26, 106, 61, 20, 8, 
2019/2/27, 92, 84, 23, 8, 1
2019/2/28, 118, 109, 26, 8, 1
2019/3/1, 120, 104, 14, 10, 2
2019/3/2, 143, 45, 18, 9, 
2019/3/3, 51, 89, 22, 7, 1
2019/3/4, 145, 74, 17, 7, 
2019/3/5, 126, 88, 24, 1, 1
2019/3/6, 114, 113, 28, 1, 2
2019/3/7, 126, 110, 28, 1, 3
2019/3/8, 132, 118, 4, 2, 2
2019/3/9, 160, , , , 
2019/3/12, 104, 128, 25, 1, 1
2019/3/13, 150, 128, 17, 1, 4
2019/3/14, 147, 92, 23, 2, 1
2019/3/15, 115, 86, 26, 2, 1
2019/3/16, 144, 97, 28, 2, 1
2019/3/17, 115, 109, 30, 2, 1
2019/3/18, 128, 145, 27, 2, 2
2019/3/19, 143, 130, 24, 1, 1
2019/3/20, 148, 162, 38, 2, 5
2019/3/21, 172, 85, 24, 1, 
2019/3/22, 100, 64, 24, 2, 1
2019/3/23, 76, 98, 24, 3, 
2019/3/24, 92, 94, 22, 3, 1
2019/3/25, 114, 101, 28, 3, 1
2019/3/26, 123, 107, 30, 3, 1
2019/3/27, 121, 120, 31, 3, 2
2019/3/28, 138, 154, 30, 3, 5
2019/3/29, 169, 85, 28, 3, 
2019/3/30, 81, 94, 25, 3, 1
2019/3/31, 135, 98, 29, 3, 
2018/11/30, 230, 180, 18, 13, 6
2018/12/1, 253, , 34, 9, 5
2018/12/3, 177, 152, 33, 12, 6
2018/12/4, 223, 185, 3, 11, 8
2018/12/5, 264, 107, 3, 9, 7
2018/12/6, 179, 212, 3, 11, 7
2018/12/7, 256, 177, 3, 12, 8
2018/12/8, 251, 289, 3, 11, 11
2018/12/9, 300, 203, 12, 24, 6
2018/12/10, 274, 229, 18, 26, 7
2018/12/11, 299, , , , 
2018/12/15, 173, 123, 15, 34, 3
2018/12/16, 152, 166, 17, 20, 5
2018/12/17, 175, 163, 19, 6, 3
2018/12/18, 214, 152, 18, 7, 2
2018/12/19, 192, 151, 22, 6, 3
2018/12/20, 195, , , , 
2018/12/25, 285, 166, 16, 10, 3
2018/12/26, 222, 156, 20, 6, 4
2018/12/27, 212, 214, 17, 4, 8
2018/12/28, 258, 230, 16, 8, 7
2018/12/29, 245, 180, 18, 7, 7
2018/12/30, 230, , , , 
2026/3/1, , 137, 23, 12, 5
2026/3/4, , 114, 17, 5, 4
2026/2/12, , 93, 11, 13, 6
2025/12/31, , 145, 66, 7, 13
2025/7/22, , 22, 145, 12, 10
2025/9/28, , 62, 10, , 10
2025/4/1, , 75, 22, 12, 4
2024/12/31, , 110, 29, 5, 6
2025/1/9, , 185, , 8, 15
2025/1/30, , 77, 40, , 5
2025/2/2, , 92, 38, 6, 10
2024/10/10, , 50, 8, , 6
2024/10/11, , 215, 15, , 8
2024/10/19, , 30, 2, , 8
2024/10/20, , 135, 2, , 21
2024/10/21, , 138, 2, , 24
2024/10/22, , 140, 3, , 23
2024/10/23, , 133, 28, , 3
2024/10/24, , 98, 29, , 19
2024/10/25, , 111, 29, , 18
2024/10/26, , 96, 31, 3, 20
2024/5/3, , 132, 13, 13, 23
2024/5/4, , 54, 4, 14, 12
2024/5/27, , 52, 13, 7, 23
2024/6/17, , 1, 17, 5, 11
2024/1/14, , 129, 10, 8, 3
2024/2/1, , 66, 5, 8, 12
2023/10/2, , 68, 22, 10, 17
2023/11/16, , 72, 15, 6, 14
2023/11/18, , 77, 19, 3, 13
2023/11/21, , 158, 30, 6, 16
2023/12/6, , 108, 24, , 16
2023/12/13, , 133, 21, 8, 16
2023/7/16, , 46, 8, 8, 13
2023/7/29, , 16, 14, 9, 6
2023/8/2, , 41, 21, 8, 6
2023/8/8, , 52, 13, 16, 7
2023/8/21, , 42, 18, 9, 7
2023/9/8, , 26, 14, 6, 6
2023/9/18, , 34, 16, 6, 7
2023/4/2, , 80, 67, 33, 7
2023/5/21, , 98, 32, 9, 7
2023/5/29, , 49, 29, 9, 2
2023/6/4, , 66, 23, 15, 2
2023/6/12, , 87, 16, 14, 15
2023/6/18, , 33, 20, 9, 16
2022/10/10, , 27, 23, 8, 13
2022/10/23, , 118, 7, 15, 16
2022/12/11, , 83, 41, 18, 2
2022/9/23, , 21, 13, 7, 4
2022/6/23, , 137, 39, 17, 8
2022/3/19, , 123, 17, 5, 2
2021/10/5, , 4, , 5, 7
2021/10/7, , 91, 36, 5, 6
2021/9/8, , 41, 18, 4, 3
2021/6/11, , 44, 30, 4, 3
2021/6/13, , 58, 35, 7, 3
2021/1/3, , 104, 12, 12, 36
2020/10/2, , 105, 53, 7, 9
2020/12/22, , 232, 51, 19, 29
2019/12/31, , 303, 27, 4, 30
2019/10/11, , 92, 31, 10, 33
2019/12/22, , 139, 16, 6, 17
2019/8/13, , 44, 25, 4, 5
2019/8/18, , 90, 16, 6, 6
2019/8/26, , 61, 18, 4, 4
2019/9/25, , 69, 12, 5, 15
2019/6/22, , 77, 29, 54, 5
2018/12/31, , 245, 18, 9, 9
2019/1/15, , 177, 34, 8, 21
2019/2/19, , 102, 16, 6, 1
2019/3/11, , 76, 27, 1, 1
2018/11/29, , 183, 21, 12, 5
2018/12/2, , 113, 37, 11, 4
2018/12/14, , 122, 16, 34, 3
2018/12/24, , 299, 7, 9, 6
2024/10/17, , , 20, , 
2024/10/18, , , 24, , 3
2024/5/12, , , 45, 6, 5
2024/6/10, , , 10, 44, 9
2023/6/25, , , 5, 12, 15
2019/10/9, , , 28, 31, 22
